identifier,first_name,last_name,date_of_birth,address,city,zipcode,state,ssn,creditor,account,current_balance,sale_price
9ba800f48f2e6b57c601f96e8ee389d3,Rodney,Harris,08/09/1930,23482 Kevin View,West Lauren,78808,IA,801-33-0645,Maestro,GYLT4916281976502,6706.8,33.27
714609c17f2dfd6f5759fd4cafccae11,Tina,Johnson,07/04/1920,8498 Andrew Manor Apt. 337,East Michaelmouth,19886,MA,475-66-5076,JCB 15 digit,ZKRC3302840899414,814.89,3.5
81294ab57898f5d314c5dea288e91ac7,Jesus,Mendez,09/12/1987,74282 Heidi Terrace,Lake Jennifer,19157,DC,780-17-0145,Diners Club / Carte Blanche,IRGW1301082976165,655.89,3.09
234cea795a196b8aa6ea1f18ff87fe00,Tracy,Jackson,06/05/1946,3884 Schneider Ford Apt. 082,Andersontown,59685,WA,144-55-9447,JCB 16 digit,BTMT8837855596594,2196.99,10.63
6824846c5487bbda43bcdad2fb0017ad,Sarah,Stone,02/21/1930,43985 Kyle Hollow Apt. 819,Lake Linda,42628,GA,677-38-1317,VISA 16 digit,BIZG1576743141834,7387.44,56.27
ed26afb062f2c733f41e825778817efc,Erica,Baker,07/27/1957,39837 Stewart Mall Apt. 883,Port Ashley,65993,ID,607-20-7419,American Express,GLQL8645563619455,2598.17,17.14
238f067ffe0dc7c187301960cf1156d5,Mathew,Black,02/03/1984,802 Ramirez Shores,Johnberg,78075,IN,772-09-2212,Discover,MGAR3748014633360,5914.91,44.95
ac67973aff27394a17c3480a964169c4,Victoria,Manning,08/30/2000,546 Gary Gardens,New Cynthiahaven,35832,NM,502-02-1894,JCB 16 digit,TEXB0271854861233,1535.6,11.72
54a401251fa6072c4ad863869f2006f5,Jared,Bush,02/26/1919,0139 Bowers Prairie Apt. 150,Jacquelinechester,21064,WA,090-73-4084,Discover,HEYM6495269257060,271.66,1.18
f7c88fa70c20935d42028d00badb338c,Matthew,Perry,03/23/1962,323 Tammy Forks,Thomashaven,81750,MS,210-05-5297,VISA 19 digit,NDXG5952450372798,6103.95,43.36
a20542d208fd9383a66e0a4cc98fd683,Meghan,Riley,11/22/1905,5027 Lewis Freeway Apt. 587,East Adamland,76194,AL,505-06-8216,American Express,PSWT1877979986444,1860.23,13.03
06be8d4a4f959e41447c4baca1ad6413,Michael,Guerra,05/31/1979,74557 Munoz Cape Apt. 469,South Heather,57675,IN,852-40-6863,JCB 16 digit,FFRC8355342162889,4814.3,22.88
10331750ab2b9ac78dd91c98e12bedcd,Tracey,Bruce,06/09/1991,712 Taylor Groves,South Rickeyport,44049,WA,067-36-4404,JCB 15 digit,IQWL2668105233737,7420.41,39.09
93872507cafe499fb5f0650d695db1f4,Amanda,Ruiz,09/18/2001,7140 Heidi Fork Suite 417,Howellstad,61878,NE,324-10-3945,Discover,LITG5650794060901,1832.62,13.95
eb8b7cb1b65410b16c0f440fe3533813,Tina,Schmidt,04/14/1964,814 Fernando Station,Johnsonton,44452,VA,656-73-5651,VISA 16 digit,TOPV1466508258871,4928.34,21.58
5bdc4782315186ebe983e4394b670966,Jill,Greene,07/03/1907,11909 Michael Fall,Alvarezberg,74052,NY,145-50-9138,American Express,PICO5760159346162,1257.18,6.62
63b1d73c90ae0925db5f58fc072a6a29,Andrea,Bell,03/26/1939,77740 Calderon Harbors,Wolfborough,03205,NV,390-81-4282,JCB 15 digit,PSHK7210722065507,6925.86,45.83
66417cd9219f57e754b750173d7654cc,Jason,Padilla,06/24/1924,2014 Paula Gardens,New Danafurt,40925,TX,662-60-4626,VISA 16 digit,ADIR6914334908687,1025.06,5.96
2700a4f51b61e314ffbec30add2141c7,Christine,Adams,05/05/1927,5464 Lynch Summit Apt. 247,Lake Joshuahaven,17311,MD,380-21-6028,Mastercard,RMTE6939718476242,7349.9,47.5
a445d7e1930f36593859a7710ba3f7ca,Angela,Dunn,09/01/1965,2780 Joseph Inlet Apt. 613,Joannachester,95755,CT,664-35-0433,JCB 15 digit,QKJY5317079457468,4918.03,38.24
839895f5dbfdebe73576f3d1f336ed40,Andrea,Richards,02/04/1909,7638 Barker Unions,South Heather,49598,MI,708-77-3404,Maestro,NHTH5790835845927,4340.17,29.09
f1f4e7f5fa244152e3f5a976070a2f84,Kristine,Lawrence,09/14/1942,95485 Hale Lodge Suite 530,South Benjaminside,55376,SD,242-81-6087,American Express,IUIS0900253396939,1689.61,7.52
c6874db276610a7489b7b307c23fcff1,Faith,Herrera,09/10/1990,64939 Jeremy Stream,Blackmouth,98273,VA,588-68-5535,Maestro,QATJ5626538757855,7274.65,29.87
d9229510ce51c1116b1eac9ad1bd3ff1,Robin,Smith,09/07/2019,26600 Lane Lane,East Jamesfurt,11465,NH,576-07-1596,Mastercard,VLUN0121875477181,1114.94,8.66
4ff1d4c201897568d3dd2a7dc879b185,Scott,Jones,07/08/1984,26106 Jones Pike Apt. 257,Port Suzanneton,63609,UT,665-01-3941,VISA 16 digit,ZWTZ8553750730786,7737.79,59.15
0c657e95ead52892f2b8f58e817243fb,Leslie,Johns,02/25/1945,0391 Robert Trail Apt. 771,South Jeffreytown,62084,WV,530-53-8786,VISA 16 digit,RBAM8783162718412,7524.86,36.93
a6cc133ed4fb84dafc6042ee59a48f9c,Timothy,Holloway,12/12/2002,72382 Johnson Ramp Suite 926,Port Pamela,79438,MO,177-76-4012,Discover,IMFY9937140531212,2203.85,12.25
7a269deef88e7ed5029f05f7362bde82,Marvin,Vazquez,03/25/2019,49075 Young Parkway,Martinezstad,57704,NY,626-36-1189,VISA 19 digit,PBWL8805196157965,4134.51,24.2
46c2b2f2b5f93cbb340b2e881c8926c9,Kristin,White,11/14/2020,18876 Robin Underpass,Dunnstad,48744,AK,173-31-2756,Maestro,MJYD9490962343913,1892.28,9.16
5120801b817a951cf8d43ccf48f4a0e7,Antonio,Mccarty,04/02/1936,38425 Isaiah Mountains Suite 438,Moralesland,06717,SD,393-10-0154,Maestro,EIWR9194777820632,1368.8,7.95
7e1b14481034c04f48e6fa58c740c785,Brian,Rios,10/14/1958,969 Gloria Mount Apt. 284,West Sierra,45405,ID,453-07-6569,Discover,CRHM6166131489522,157.17,1.16
f14a203bd72aa9ad94e1253dfa47b866,Anthony,Hill,08/21/1946,216 Diana Lights Suite 991,North Sarahburgh,60745,VA,812-34-7430,Mastercard,BYEJ5357275722439,7361.84,34.18
4ae96efbc3cb1e5ea6d547b4e36051fe,Mary,Barrett,08/15/1959,571 Amanda Views Apt. 091,Petermouth,45188,MN,423-56-6579,VISA 13 digit,QYID6940287534446,2557.78,11.21
2536de8c1b5f91714640b7889c71ab47,Shirley,Cruz,06/10/1953,346 Roger Lights Apt. 484,Chavezstad,32070,IN,365-07-0405,JCB 16 digit,XEJF7457932099882,7264.89,29.18
6f0855fc0a22e786412ff7c42297f4fd,Sarah,Barnes,02/28/1995,6709 Raymond Cape Suite 442,Timothyview,34349,MI,169-60-1871,JCB 16 digit,BOMI5036870323285,1413.85,9.1
1b6aefc9c13ef04405b45f6bbcf45cff,Jade,Farmer,11/15/2006,08876 Henry Gateway,Robertton,48295,OR,016-98-7017,JCB 16 digit,FLIW7809356392151,2305.34,14.07
c87a5314e76148ee38f4f110b399a78d,Timothy,Leon,09/12/1967,816 April Station,Lake Tammy,89539,DE,443-51-0484,American Express,NZMA2232973221079,3743.5,21.67
d167159fed85eb08cee3a7aee6d326cd,John,Peterson,01/09/1927,48108 Gomez Inlet Suite 727,South Amanda,03922,TN,848-78-4182,VISA 19 digit,BZZI8922310878399,7948.8,34.2
590c045370bdeaae3f800550b3d229f0,Misty,Roberson,04/06/1980,258 Paige Path,Donaldsonville,18853,KY,444-64-2994,VISA 16 digit,RMDA2623641605696,5130.29,21.67
67a6a01559a5049ce79f1fc31ad829f3,Adam,Preston,03/09/1925,9234 Baker Pass,Johnport,26848,SD,075-61-9465,VISA 19 digit,KZMN2537216582579,547.04,4.26
44e41e66b67001a1d0624361e7f86a9e,Robert,Reeves,09/23/1995,43573 Joanne Valleys,East Brittany,99894,RI,301-33-1702,JCB 16 digit,OEOV0877982948164,19.46,0.11
7f803601f5223c90f4149fbbcba2ef17,Laura,Reynolds,05/30/1954,46170 Scott Trail,North Jessica,85241,UT,423-27-4976,Mastercard,AJOG7403216667008,2610.38,12.71
6eb74cc2e0918cfc397c5a81aa167e09,Troy,Duarte,11/22/1933,7548 Collins Fall,Lisabury,41279,FL,871-39-7675,JCB 16 digit,BYSF8059651126142,644.22,2.67
0dfcd1c896d0e2437467820338687333,Steven,Davis,10/02/1963,33098 Alexander Parkway,Port Neil,07943,MI,224-34-2459,JCB 16 digit,XYAG6855492473940,459.97,2.79
fd4a7a14d2f72c40bd0f01e229859d27,Mary,Carter,09/13/1907,70925 Cindy Branch Suite 205,North Megan,33376,OH,040-21-3918,Diners Club / Carte Blanche,EZLY9523062284658,5581.56,36.78
00fc5dd629c626d0c0f31488bfdf2978,Juan,Hobbs,10/09/2010,58001 Martin Garden Suite 588,Austinfurt,77746,NE,273-18-7713,Discover,UNCB7026029806219,1243.12,6.32
e992530526398096c5f70b15c3bc5dbe,Lauren,Chan,05/11/1966,8047 Miguel Lodge Suite 061,West Heidifort,88608,RI,369-79-9916,JCB 16 digit,HAOP4751276202325,5925.82,34.99
dc191de6c976b9368016b61c95cc870c,Greg,Wallace,10/30/2017,8292 Mary Road,North Shannonside,67797,PA,562-10-0158,American Express,DPNC6406448466831,2851.68,14.2
6e6ff724b77c202aa78bc96e532656f6,Kristen,Parsons,09/29/1922,26057 Wiley Gardens,New Kimberlyland,82715,PA,779-74-8987,JCB 15 digit,EUAP5668321203499,6940.72,43.68
e7ed87f0f42c222a2ed023c9d4a5e0a0,Jody,Holmes,05/20/1962,4992 Rachel Drive Apt. 569,Port Kimberly,30400,AL,764-43-0891,Diners Club / Carte Blanche,MQYP2124980971422,4522.01,33.48
786e8d2185943d11490f0ecf536b8a29,Christopher,Lee,03/07/1944,9279 Johnathan Centers,Port Alexandra,74158,OH,029-02-6553,VISA 16 digit,VXUZ2040138420094,26.83,0.11
14841b2b47b68d956d5097f31ba9c8bf,Keith,Morris,08/08/1980,819 Roy Hollow Suite 766,Port Anna,01686,WV,843-10-7911,American Express,OMEU1814952430835,240.53,1.77
1e370b75a3a174c2303a469d77275233,John,Kim,01/21/1965,886 Brown Square Apt. 286,South Jenniferfurt,05676,GA,300-23-7650,American Express,GIRD8710031651967,3678.64,22.63
b942db90f0eb0d5a84749b6e71f54362,Alexander,Brown,09/24/1968,51033 Holt Valleys Apt. 460,Brandonview,88823,NV,828-18-4782,Discover,JNRK4692265642114,10.4,0.07
a6943e6d3a6c7ca807cfbf8e5c3c0700,Ryan,Burgess,01/03/1993,51894 John Track Suite 443,Youngchester,05152,MA,271-03-4602,Discover,QEHT9570179645665,4493.03,30.9
e96fa5c2a12254d9c9e6150fdb54e3ce,Chad,Chang,04/12/1917,514 Stacie Plains,Lopezburgh,78273,IA,403-07-0389,VISA 13 digit,XQFJ3510685778556,6321.82,32.32
f2688da52dec4543683f4de637407c56,Tracy,Dixon,02/04/1935,59012 Thomas Dale,Kirktown,20158,MA,708-23-1657,VISA 19 digit,HTNV7159597889748,381.66,2.97
cfd5a700e3d529794811caa18636a828,Joseph,Watkins,03/06/1907,370 Newton Glens Suite 285,Petersonberg,05357,RI,279-55-7144,VISA 19 digit,TZCM7944541035828,5578.64,33.16
19b6759e28fe932639753d1ba0dc3480,Jeffrey,Morrison,04/26/1945,754 Joshua Alley,Smithberg,69443,AZ,344-82-5205,Maestro,FNGM8305047715539,7530.82,54.09
9808a3f3b6b815b9beb9ca7185d5ee19,Tanya,Hernandez,08/15/1944,364 Michelle Well Apt. 707,Port Austin,03145,MO,133-06-8629,Discover,PQRH7597042922525,6865.85,29.91
ca89e9faaf4225e782b73a20eadd5802,Tanya,Hendrix,05/15/1926,651 Denise Greens,Paceville,72482,NJ,144-17-5824,VISA 16 digit,AMGJ0418265399874,1823.98,11.93
92e919b24858c2c3c217aec4ce71e639,Melissa,Fernandez,01/21/1939,0359 James Isle Apt. 285,Armstrongtown,56015,RI,098-08-6349,Diners Club / Carte Blanche,RQBD5137540908639,6306.39,37.44
8cf2a98c5ecd5a28094e864319199fcc,Shannon,Owens,04/08/2001,53766 Pamela Shores,Chungport,52369,CO,803-85-8773,JCB 15 digit,PPAT0853709521010,7936.47,54.5
a17a357c2a4b3eaa01291f1ad58213d3,Ann,Mason,06/02/2012,25367 Gill Locks,Larryfurt,76466,ME,477-63-4413,Maestro,QEQF2378608630248,5104.28,27.41
28171fdb5b09aa646cc24a4a5feb584c,Anne,Booth,03/04/2009,8635 Brewer Lodge Suite 835,Nelsonburgh,16528,CA,782-42-5518,Maestro,AUTM0830705846291,1180.38,6.29
2fa69f0cc66944079f6056fc32825f16,Michelle,Torres,10/29/1969,924 Cooper Inlet Apt. 183,West Ronnieshire,70193,MI,638-19-8055,Mastercard,YKVC2345230494701,1138.74,5.02
57de1517a5fe047e33ac9c94715edf03,Paula,Reid,08/28/1944,29291 Pittman Prairie,Port Mary,04990,NM,245-30-8485,Maestro,AVYE1351208017601,741.33,5.39
b9e05408501f5890206aa9ec107527a2,Margaret,Jones,04/13/2001,753 Shane Lakes,Watersville,22757,IN,113-58-8600,Diners Club / Carte Blanche,HWHO5347599564583,1234.15,8.3
2764684376f8bdf565cc94a0a6c630be,Franklin,Hill,10/07/2006,27565 Teresa Roads Suite 188,Jessicafort,73131,NC,753-77-9563,Mastercard,PGWO6050754589022,2840.03,11.62
66619507b13c74723a3858a7940bde83,Patrick,Johnson,05/01/1980,73265 John Haven,West Tyler,79559,SC,833-13-0310,VISA 13 digit,CUMX3672740791829,397.36,2.07
20975e2703a0a3b8c535c18cba099901,Luis,Nichols,10/25/1907,2420 Jordan Road Suite 719,Port Geoffreytown,08683,NH,434-11-1017,JCB 15 digit,HRSW7771167272292,5766.55,38.65
01ed6c7cbe1b50b9da0a26a8cfcfbb8d,Amanda,Mcbride,11/11/1910,11322 Allison Groves,South Leah,81499,ND,681-56-9400,VISA 16 digit,REZP2477038531806,1457.4,10.68
bacab078a5f33d8d2e4f829c8f864557,William,Blackburn,04/05/1963,94011 Perez Point,East Stephaniechester,59215,VT,684-53-1236,American Express,JKCG4092088354043,821.34,4.17
569f298c48cb2cb1ac11e08ee70a9a1a,Benjamin,Williams,08/02/1942,448 Baxter Unions,Dianatown,91229,UT,336-33-4151,JCB 16 digit,GMLE7199355159925,6619.83,42.97
2c13bec45547198829a093917f5491c3,Susan,Harris,03/20/1915,3214 Dominique Ville,Medinashire,15894,NH,582-43-4026,Maestro,CYRO6062308737560,2461.53,14.44
e9623bfe4626c7a11025c4cd71bd25ad,Lisa,Williams,04/19/1913,82541 Joanna Shoals Suite 335,Lake Aprilberg,27142,MI,459-76-5090,Mastercard,FCQW1892559174639,4799.6,25.38
844c391f2ce13adbfc2619a4ae4136e1,Patrick,Glover,01/03/1944,1958 Gill Knolls,Clarkbury,13613,UT,001-20-6552,Diners Club / Carte Blanche,JCHQ9163806502696,544.07,2.89
46eefac35308596711fa760b051451b4,Lindsey,Barron,11/24/1933,08539 Richardson Passage,Brandonfurt,21288,UT,717-17-7708,VISA 16 digit,ONMG3353165993666,6611.81,32.52
827e7422785540b666ae57c033245505,Melissa,Turner,06/24/1990,802 Matthew Prairie Suite 258,South Johnport,52112,OR,219-73-0451,JCB 16 digit,RVQW4038552704278,5067.75,28.71
9f3ccc0c92fee638bdc8cf163133028c,Megan,Perry,01/05/1953,4245 Ricky Fields,South Stephanieberg,07342,CT,216-67-8340,Discover,NNYR2139970088229,4906.84,28.38
7ee42eb5012ff7c20f6b811690f707d6,Gregory,Gordon,03/27/2002,182 Kevin Walks Apt. 525,Wilkersontown,29410,IN,399-36-2318,JCB 16 digit,FDJF9391835774630,321.25,1.95
c6a30b9cd633e682527abb8d6ed4a0ca,Karen,Hodges,01/31/1911,1875 Woodward Plain Apt. 753,Laurieberg,87517,IA,214-50-1363,Discover,EXJA6464265058191,27.48,0.17
cd0833dfe98d85107cb8a466f9944940,Rachel,Moore,05/19/1922,3731 Maria Mountains,Smalltown,89549,ND,636-65-6384,VISA 16 digit,JBMC7561628233966,3140.37,18.22
3af036b87d4efe5edfe912215c1cba51,Stephanie,Marquez,11/26/1924,85892 Collin Street Apt. 956,East John,42157,CO,763-88-6370,VISA 16 digit,CJWI1798212046384,6849.78,38.8
3030265f38bbfa829923bd47ff3b1481,Wendy,Burns,10/26/1908,093 Underwood Mill,North Sabrina,51136,MA,156-80-7160,JCB 16 digit,MWGN0337345463835,6150.82,31.94
09f4658beabc400990e469a21aff80ff,Cassidy,Mccoy,09/08/1972,0795 Andrews Islands Apt. 482,New Reginamouth,65384,SD,446-57-6074,JCB 16 digit,OAOO1205987726517,1013.07,8.1
6b277aee06a0c4b0ad0f9883ab3f0fce,Brandon,Williams,07/04/1932,37246 Watson Islands Apt. 281,Longchester,44039,OR,165-18-7797,JCB 16 digit,GKNX9898054399862,2069.48,13.42
2ac355d72ab89d6dc4b1d9a4208c3241,Curtis,Johnson,05/15/1977,41269 Wong Hollow,New Brianchester,68696,WY,314-22-0117,American Express,UHPG2965860830360,5991.5,26.91
8ee387b664c63c6bdcbb779b91004054,Emily,Rose,12/28/1929,3519 Donna Wall,New Charles,00581,CO,396-20-9798,JCB 16 digit,NCJP4684088514271,1658.42,9.9
2e509d6ee16b0ff2d2e8518ab20069b2,Victoria,Franklin,03/23/1952,546 Sherri Mount Suite 533,Ortiztown,48226,MI,235-67-2895,American Express,HUTJ0561221138619,6502.17,31.35
df820a232b1dad2b482787aa86670b53,Cindy,Jordan,01/16/1936,165 Pineda Common Suite 019,Ericland,63189,PA,254-67-1738,VISA 19 digit,CNSE2800027358883,6159.89,27.66
65f398addb0b45f6f86245a70a04d11f,Steven,Day,01/22/1997,8995 Jon Trace,Woodsborough,05174,MN,163-36-4263,Mastercard,ZTEP9519264228023,2882.34,15.42
c6c6fe950de8f4cae948c3df543b0f48,Stephen,Walsh,04/11/1923,2190 Williams Inlet Suite 207,Frankside,78288,VA,788-63-4771,Diners Club / Carte Blanche,YXEE8752995131882,4015.46,22.72
d5fc6718dda00e7c9a9878c830e61314,Erik,Hunter,09/18/1984,802 Rice Brooks,Port Todd,53722,KS,782-56-7132,VISA 16 digit,ZRSD0203410809546,7496.33,52.1
e2885ab61e2c206983518a0fb7006bc7,Jeremy,White,09/25/1996,554 Castillo Gardens Suite 208,Smithton,65368,SC,433-90-0324,JCB 16 digit,LWZF9555391239723,1906.36,9.48
13e4ef898f1de3747c47679029d141be,Meghan,Key,12/08/1955,070 Ellison Parkways Suite 953,North Rachelfurt,28150,GA,404-07-1360,Diners Club / Carte Blanche,ZKIE3126992647788,377.56,1.84
f3e5eed927f90608185a6d08dcae163c,Katelyn,Forbes,01/23/1967,241 Harris Prairie,Adamshire,36638,RI,688-29-6311,Mastercard,WPGB9344383774530,3167.2,22.24
736f086dd3cbd13f44d632a77142205c,Charles,Robinson,07/24/2013,0592 Collier Drive Apt. 131,Jacksontown,25961,NY,658-95-8686,American Express,XVHK3185421602127,4.27,0.03
324c7383e2a7f38373620bdd8224fd79,Kevin,Griffith,07/01/1954,0104 Wilson Ranch,North Andrewview,42648,NE,088-46-2938,Mastercard,HLUL3664725213982,4610.58,20.45
384017888479f0c8ce32c0aea708a573,Blake,Downs,08/20/1946,289 James Inlet Suite 559,Port Matthewton,85467,NH,662-85-7459,VISA 19 digit,BFRD5334165734308,3262.72,14.75
7fd23c22b38d7d851680a5a14305323a,Robert,Friedman,06/04/1914,84643 Linda Circle,South Adam,73225,MI,193-55-8863,Mastercard,HHUD5587089927224,7596.1,44.97
9c975f53dc3845cafe9639e1e1da43a5,Jennifer,Mcintyre,10/29/2020,13872 Theresa Point Apt. 827,New Adamside,20791,CA,555-39-0532,VISA 16 digit,PGCN1063377022388,7573.28,41.19
32c8a77d8be431e9f994b164d8a204c9,Nicole,Hoover,09/23/1972,645 Julia Street Suite 450,Port Kylebury,97886,OH,683-88-5988,Mastercard,JJQJ3627559665848,3697.39,26.19
e9e30ed65ba4ade05d39315b7479dc89,Alan,Wright,09/29/1947,71557 Williams Neck Apt. 987,Port Gary,98357,ID,799-26-5756,Discover,EBWX3915915781052,3857.63,28.96
8a7e1a1ef60c4c733cecbddb8a8cae25,Joshua,Huber,11/08/1973,28741 Ball Summit,Port Benjamin,36204,WV,690-37-0931,JCB 16 digit,OYSW8557046447720,677.51,2.78
15d332749c9d9236d921a27c1d03c79d,Janet,Gomez,12/17/1922,0778 Donald Flats,East Andrea,46871,ND,187-35-6022,JCB 16 digit,ORGB6044726956560,3710.84,16.73
1e61dda75dc476d738479dad48be07c2,Katherine,Jackson,01/01/1920,9940 Wiley Square,Lake Mollyville,41715,GA,143-81-4287,JCB 16 digit,TQVD3785508873061,167.74,0.84
44b887ead5b1843d42e4ebff6a5cab49,Brooke,Tucker,05/04/1988,54563 Moon Ports Apt. 131,Burnston,08733,CO,012-19-4517,VISA 13 digit,XQSY8766997189478,3000.23,14.89
1f2c4a0266f46371c5e1e9d92d7157b3,Emily,Hampton,04/16/1924,8900 Lucero Meadows Apt. 135,Mossmouth,41318,OK,317-63-5279,VISA 16 digit,ZSXQ9446072355659,2027.41,10.74
1859ac89ac91897ccbcd78dce68993db,Cody,Jones,05/29/1906,20121 Walker Mission,Port Dylanside,04249,ME,478-25-6566,VISA 16 digit,MRZF8826178905793,1172.3,8.42
450c8aeada146b74464894d7227c34e4,Troy,Green,08/01/1914,027 Kaitlyn Knoll,Lake Joelborough,93397,ME,228-69-6701,VISA 16 digit,EISW0363304833214,7137.01,34.13
3bd4b798037726aad380982d85c22d49,Dennis,Gonzalez,07/05/1992,712 Salazar Cliff Apt. 928,Lake Ryan,21973,MS,222-45-6820,VISA 16 digit,XOJL5886262433217,188.39,1.49
9620f1a27390371c1838cdab2c6da9f3,Sarah,Cole,02/26/1939,1723 Simon Lane,Pamelaside,93714,MS,214-40-2819,Mastercard,EJOR8407153972376,2079.62,12.7
824888225d3aaf4c916a977b42b92fb5,Daniel,Russell,05/26/1978,973 Marcus Mountains,Lunashire,50058,IL,171-12-5605,Maestro,IHWE4148248585314,3509.29,14.37
e0c96a57fb7a997bb0df05f5caeb42dc,William,Smith,01/19/1990,420 Henry Fields Suite 243,Fletcherland,74512,KS,539-85-7306,American Express,LVVH4442718852669,2845.71,20.29
3f73c45ef227c4ae72600aef6992579b,James,Perez,08/11/1915,119 Adams Harbors,Holmeshaven,85228,TN,855-93-8854,VISA 13 digit,QTLE9357678106734,7394.77,51.91
a27dbc7cce019325d362593505786fc2,Shane,Perez,06/14/1932,046 Michael Prairie Suite 164,North Joshuamouth,10632,AR,444-54-5377,VISA 13 digit,WNRK9920575672275,5431.81,24.5
796cf728be001ce751a1e6a9b4b0a335,Rachel,Smith,10/13/1997,755 Daniel Mountains Apt. 682,Port Andrewstad,08119,PA,155-32-4058,JCB 16 digit,KWUE9894839663212,5617.55,35.25
c953554746a9d0b1586d7d98b895ddac,Connie,Weber,12/21/1942,969 Marsh Junction,Smithtown,27125,AL,266-57-1950,American Express,NUWO0432758666057,7046.93,45.31
bbe811dc281fa3eefe22418d23f42625,Jennifer,Fields,02/20/1997,06665 Anna Port Suite 203,Whiteland,49004,WI,048-44-9619,Diners Club / Carte Blanche,YUIC3677442060129,1914.2,13.95
6d3747b7fb09ddb0a035e145e00e15e8,Kevin,Rodriguez,02/01/2018,32490 Hernandez Summit Apt. 433,West David,70662,NM,759-79-6035,Diners Club / Carte Blanche,XAMZ2885973616320,3825.6,16.23
de1048bb567449a63e938e67d93fe8d0,Joseph,Davis,01/08/1962,059 Savannah Crest,Kristinaside,78339,CT,200-68-8057,American Express,OEMC2982878438125,4709.99,24.04
46a654a2b35731b5841ac1296a266027,Belinda,Brown,03/16/1960,82507 Sanchez View Suite 592,Priceville,47142,ND,590-69-4831,VISA 16 digit,XTOU9518390691139,3254.14,23.86
e48d8ab81292a44e55fa3145d138a5a6,Jill,Cook,07/14/1939,3974 Janice Street Suite 398,Garystad,72016,AK,737-62-9601,VISA 16 digit,UDVX2653428667616,7670.57,51.98
ae7c345e11d5ffa0fff06b5c21f8f704,Michael,Nguyen,02/25/1980,1434 Alexis Spur,Brownfort,58243,RI,792-93-6208,VISA 19 digit,ECKU5439536652360,3900.26,22.29
a1973522534c0e4e7c0926087a504ab0,Rachel,Villanueva,07/05/1956,21381 Amanda Locks Apt. 242,Jeffreyville,77288,IN,723-98-9344,JCB 15 digit,NVON7131137903366,6913.79,34.17
a1c8b219140d22500a0ca0dadbbd7d6f,Ashley,Curry,11/16/1958,46641 Guerrero Fall,East Jonathanland,63980,IL,417-91-4369,JCB 15 digit,DBNH3280457686168,1411.51,7.72
5cafc6874a5830a05185d178c629ca0e,Monica,Nicholson,12/09/1956,176 Diane Glen,Markchester,54637,MA,349-68-2322,JCB 16 digit,ZTLK2387980500043,3342.65,16.64
85337ab2cdd673e1bbc992659110b345,Laura,Williams,01/01/1960,03994 Anthony Fall,Carrside,59261,SC,280-11-9374,Diners Club / Carte Blanche,SNAI1443513799957,7676.1,34.65
f88382922d93dec21bed4aea12dad147,Scott,Willis,02/16/1932,898 Ashley Locks Suite 143,South John,88246,DC,366-33-0863,JCB 16 digit,BYEH8535296835154,2361.14,15.81
6ad7ac9d301a7aa983bd7ad434488d8c,John,Turner,09/18/1932,040 Jessica View,Austinborough,90017,AR,001-52-4934,JCB 16 digit,NZTY2335679259720,3072.36,16.01
edb5bc9b06c5549b1d1adcdd4a677773,Laura,Porter,01/28/2016,46607 Williams Forges Suite 468,Angelamouth,59446,MI,267-79-7445,Mastercard,HDJK7851708787249,5039.17,20.54
74bc2a971961bbd19f58bdec460d31e9,Vanessa,Wright,12/08/1989,95376 Traci Pines Apt. 110,South Maria,79753,MN,663-29-7435,Mastercard,JFJM7133566035366,5435.67,28.7
50c4444b07eebbebe0185fdc50d1271d,John,Alexander,11/09/1990,072 Kenneth Burg,Port Michael,32593,OK,468-22-3146,Mastercard,FJNM6580474219997,1033.59,5.09
ea59b46d0da822d03e17944ea2e4923e,Carla,Gutierrez,11/06/1928,6947 Jeffrey Estates Apt. 964,Shelbymouth,81153,MA,503-89-2905,Maestro,DBMV8994144079823,2666.72,11.71
7816525f09d879f3d9cec27649e7e88f,Leslie,Flores,04/16/1923,892 Laura Plains Apt. 020,South Richard,30522,KY,292-18-4461,JCB 16 digit,SRPX1894711744884,3360.41,21.85
514ef2510e7f4bbc452ec516fcae8673,Julie,Leon,04/28/1977,18847 Pineda Key Suite 325,Lisatown,23208,NM,304-08-4014,VISA 19 digit,QGLW7576184530543,612.16,4.2
d660fc0cae0ad4ef1629eef0ec19ebf0,Tammy,Allen,01/28/1938,9989 Jeremiah Locks,Chapmanmouth,11618,DC,284-40-7671,VISA 13 digit,QVBA4042403338221,5082.84,32.03
2e79c4d27ac1856346dada4d7642eb86,Adam,Campbell,07/04/2004,894 Navarro Burg,Amychester,57575,AK,664-31-8756,VISA 19 digit,XEHY5635154448060,4316.72,27.31
701ff2493e91d7181816ef0d288b3cf2,Christopher,Miller,07/24/1960,423 Jenkins Roads,Lake Mark,90508,WY,644-99-7542,VISA 16 digit,RQGD3099512910713,7590.52,58.28
5b39965808ba4b05c462f256101be407,Sharon,Harrison,01/12/1990,6445 Mark Station Suite 210,New Gabrielstad,61954,OK,499-38-0719,VISA 16 digit,IXUY8686765505372,1545.57,9.42
53180bd743e13a295f1028a9fbf1daf8,Steven,Wright,06/03/1971,463 Duncan Ports,New Kathryn,57356,NH,604-02-9842,Discover,SGPS0965066424501,6679.1,38.9
